time,exchange,ticker,bid,ask,bidsize,asksize
2019-09-17 11:06:27.133,TrueFX,EUR/USD,1.10226,1.10228,100,100
2019-09-17 11:06:27.500,TrueFX,USD/JPY,108.159,108.16,100,100
2019-09-17 11:06:27.181,TrueFX,GBP/USD,1.24049,1.24057,100,100
2019-09-17 11:06:23.955,TrueFX,EUR/GBP,0.88851,0.88857,100,100
2019-09-17 11:06:26.641,TrueFX,USD/CHF,0.99439,0.99444,100,100
2019-09-17 11:06:27.077,TrueFX,EUR/JPY,119.219,119.222,100,100
2019-09-17 11:06:26.755,TrueFX,EUR/CHF,1.09607,1.09612,100,100
2019-09-17 11:06:26.745,TrueFX,USD/CAD,1.32556,1.32561,100,100
2019-09-17 11:06:24.884,TrueFX,AUD/USD,0.68327,0.68328,100,100
2019-09-17 11:06:27.181,TrueFX,GBP/JPY,134.174,134.182,100,100
2019-09-17 11:06:30.668,TrueFX,EUR/USD,1.10223,1.10225,100,100
2019-09-17 11:06:27.500,TrueFX,USD/JPY,108.159,108.16,100,100
2019-09-17 11:06:27.181,TrueFX,GBP/USD,1.24049,1.24057,100,100
2019-09-17 11:06:30.613,TrueFX,EUR/GBP,0.88851,0.88855,100,100
2019-09-17 11:06:26.641,TrueFX,USD/CHF,0.99439,0.99444,100,100
2019-09-17 11:06:30.793,TrueFX,EUR/JPY,119.218,119.222,100,100
2019-09-17 11:06:26.755,TrueFX,EUR/CHF,1.09607,1.09612,100,100
2019-09-17 11:06:26.745,TrueFX,USD/CAD,1.32556,1.32561,100,100
2019-09-17 11:06:24.884,TrueFX,AUD/USD,0.68327,0.68328,100,100
2019-09-17 11:06:27.181,TrueFX,GBP/JPY,134.174,134.182,100,100
2019-09-17 11:06:30.668,TrueFX,EUR/USD,1.10223,1.10225,100,100
2019-09-17 11:06:27.500,TrueFX,USD/JPY,108.159,108.16,100,100
2019-09-17 11:06:34.117,TrueFX,GBP/USD,1.24048,1.2406,100,100
2019-09-17 11:06:30.613,TrueFX,EUR/GBP,0.88851,0.88855,100,100
2019-09-17 11:06:34.011,TrueFX,USD/CHF,0.99439,0.99444,100,100
2019-09-17 11:06:30.793,TrueFX,EUR/JPY,119.218,119.222,100,100
2019-09-17 11:06:26.755,TrueFX,EUR/CHF,1.09607,1.09612,100,100
2019-09-17 11:06:34.182,TrueFX,USD/CAD,1.32553,1.3256,100,100
2019-09-17 11:06:24.884,TrueFX,AUD/USD,0.68327,0.68328,100,100
2019-09-17 11:06:27.181,TrueFX,GBP/JPY,134.174,134.182,100,100
2019-09-17 11:06:37.033,TrueFX,EUR/USD,1.10224,1.10225,100,100
