time,exchange,ticker,bid,ask,bidsize,asksize
2019-09-16 07:35:56.922,TrueFX,EUR/CHF,1.09562,1.09567,100,100
2019-09-16 07:35:55.276,TrueFX,USD/CAD,1.326,1.32604,100,100
2019-09-16 07:35:52.263,TrueFX,AUD/USD,0.68764,0.68768,100,100
2019-09-16 07:35:58.325,TrueFX,GBP/JPY,134.473,134.484,100,100
2019-09-16 07:36:02.566,TrueFX,EUR/USD,1.10775,1.10777,100,100
2019-09-16 07:36:02.101,TrueFX,USD/JPY,107.843,107.847,100,100
2019-09-16 07:36:02.567,TrueFX,GBP/USD,1.24696,1.24703,100,100
2019-09-16 07:36:02.560,TrueFX,EUR/GBP,0.88832,0.88837,100,100
2019-09-16 07:36:02.548,TrueFX,USD/CHF,0.98909,0.98915,100,100
2019-09-16 07:36:02.560,TrueFX,EUR/JPY,119.463,119.469,100,100
2019-09-16 07:36:02.566,TrueFX,EUR/CHF,1.09566,1.09573,100,100
2019-09-16 07:36:01.882,TrueFX,USD/CAD,1.326,1.32602,100,100
2019-09-16 07:36:01.655,TrueFX,AUD/USD,0.68764,0.6877,100,100
2019-09-16 07:36:02.548,TrueFX,GBP/JPY,134.475,134.484,100,100
2019-09-16 07:36:02.642,TrueFX,EUR/USD,1.10776,1.10778,100,100
2019-09-16 07:36:05.501,TrueFX,USD/JPY,107.84,107.844,100,100
2019-09-16 07:36:05.337,TrueFX,GBP/USD,1.24709,1.24714,100,100
2019-09-16 07:36:02.672,TrueFX,EUR/GBP,0.88827,0.88832,100,100
2019-09-16 07:36:05.516,TrueFX,USD/CHF,0.98902,0.98908,100,100
2019-09-16 07:36:05.586,TrueFX,EUR/JPY,119.462,119.467,100,100
2019-09-16 07:36:05.546,TrueFX,EUR/CHF,1.0956,1.09567,100,100
2019-09-16 07:36:05.285,TrueFX,USD/CAD,1.326,1.32604,100,100
2019-09-16 07:36:01.655,TrueFX,AUD/USD,0.68764,0.6877,100,100
2019-09-16 07:36:05.524,TrueFX,GBP/JPY,134.483,134.493,100,100
