time,exchange,ticker,bid,ask,bidsize,asksize
2019-10-02 19:27:14.679,IEX,SPY,288.62,288.65,100,100
2019-10-02 19:27:14.687,IEX,QQQ,184.34,184.38,600,100
2019-10-02 19:27:19.997,TrueFX,EUR/USD,1.0959,1.09594,100,100
2019-10-02 19:27:20.370,TrueFX,USD/JPY,107.188,107.19,100,100
2019-10-02 19:27:18.762,TrueFX,GBP/USD,1.23035,1.23043,100,100
2019-10-02 19:27:18.762,TrueFX,EUR/GBP,0.89068,0.89074,100,100
2019-10-02 19:27:19.939,TrueFX,USD/CHF,0.99705,0.99713,100,100
2019-10-02 19:27:20.358,TrueFX,EUR/JPY,117.469,117.472,100,100
2019-10-02 19:27:19.401,TrueFX,EUR/CHF,1.09271,1.09276,100,100
2019-10-02 19:27:19.320,TrueFX,USD/CAD,1.3315,1.33157,100,100
2019-10-02 19:27:19.838,TrueFX,GBP/JPY,131.878,131.89,100,100
2019-10-02 19:27:20.866,IEX,SPY,288.61,288.64,100,100
2019-10-02 19:27:21.119,IEX,QQQ,184.34,184.36,100,100
2019-10-02 19:27:26.848,TrueFX,EUR/USD,1.09594,1.09598,100,100
2019-10-02 19:27:27.026,TrueFX,USD/JPY,107.185,107.189,100,100
2019-10-02 19:27:26.308,TrueFX,GBP/USD,1.23029,1.23037,100,100
2019-10-02 19:27:26.307,TrueFX,EUR/GBP,0.89073,0.89079,100,100
2019-10-02 19:27:27.003,TrueFX,USD/CHF,0.99705,0.9971,100,100
2019-10-02 19:27:26.992,TrueFX,EUR/JPY,117.468,117.472,100,100
2019-10-02 19:27:26.998,TrueFX,EUR/CHF,1.09271,1.09278,100,100
2019-10-02 19:27:23.586,TrueFX,USD/CAD,1.33153,1.3316,100,100
2019-10-02 19:27:26.258,TrueFX,AUD/USD,0.67068,0.67074,100,100
2019-10-02 19:27:27.039,TrueFX,GBP/JPY,131.871,131.883,100,100
2019-10-02 19:27:27.400,IEX,SPY,288.56,288.59,100,100
2019-10-02 19:27:27.303,IEX,QQQ,184.3,184.32,100,100
2019-10-02 19:27:33.037,TrueFX,EUR/USD,1.09594,1.09597,100,100
2019-10-02 19:27:32.372,TrueFX,USD/JPY,107.182,107.187,100,100
2019-10-02 19:27:31.564,TrueFX,GBP/USD,1.23032,1.23042,100,100
2019-10-02 19:27:33.041,TrueFX,EUR/GBP,0.89073,0.89077,100,100
2019-10-02 19:27:30.072,TrueFX,USD/CHF,0.99704,0.9971,100,100
2019-10-02 19:27:32.371,TrueFX,EUR/JPY,117.468,117.469,100,100
2019-10-02 19:27:30.260,TrueFX,EUR/CHF,1.09271,1.09278,100,100
2019-10-02 19:27:32.733,TrueFX,USD/CAD,1.33152,1.3316,100,100
2019-10-02 19:27:27.635,TrueFX,AUD/USD,0.67069,0.67074,100,100
2019-10-02 19:27:30.618,TrueFX,GBP/JPY,131.871,131.883,100,100
2019-10-02 19:27:32.966,IEX,SPY,288.53,288.56,600,100
2019-10-02 19:27:33.378,IEX,QQQ,184.28,184.3,100,100
2019-10-02 19:27:38.906,TrueFX,EUR/USD,1.09593,1.09595,100,100
2019-10-02 19:27:37.346,TrueFX,USD/JPY,107.186,107.19,100,100
2019-10-02 19:27:38.356,TrueFX,GBP/USD,1.23031,1.23039,100,100
2019-10-02 19:27:33.839,TrueFX,EUR/GBP,0.89073,0.89079,100,100
2019-10-02 19:27:35.252,TrueFX,USD/CHF,0.99707,0.99712,100,100
2019-10-02 19:27:37.352,TrueFX,EUR/JPY,117.471,117.473,100,100
2019-10-02 19:27:33.821,TrueFX,EUR/CHF,1.09271,1.09279,100,100
2019-10-02 19:27:37.093,TrueFX,GBP/JPY,131.875,131.886,100,100
2019-10-02 19:27:39.304,IEX,SPY,288.58,288.61,600,100
2019-10-02 19:27:39.295,IEX,QQQ,184.32,184.34,100,100
2019-10-02 19:27:44.777,TrueFX,EUR/USD,1.0959,1.09595,100,100
2019-10-02 19:27:44.981,TrueFX,USD/JPY,107.188,107.193,100,100
2019-10-02 19:27:44.289,TrueFX,GBP/USD,1.23029,1.23037,100,100
2019-10-02 19:27:44.289,TrueFX,EUR/GBP,0.89073,0.89079,100,100
2019-10-02 19:27:44.403,TrueFX,USD/CHF,0.99707,0.99715,100,100
2019-10-02 19:27:44.445,TrueFX,EUR/JPY,117.472,117.478,100,100
2019-10-02 19:27:44.140,TrueFX,EUR/CHF,1.09272,1.09279,100,100
2019-10-02 19:27:40.449,TrueFX,USD/CAD,1.3315,1.33157,100,100
2019-10-02 19:27:44.240,TrueFX,GBP/JPY,131.876,131.888,100,100
2019-10-02 19:27:45.411,IEX,SPY,288.61,288.64,100,100
2019-10-02 19:27:45.464,IEX,QQQ,184.32,184.35,100,100
2019-10-02 19:27:50.348,TrueFX,EUR/USD,1.09594,1.09597,100,100
2019-10-02 19:27:49.869,TrueFX,USD/JPY,107.186,107.19,100,100
2019-10-02 19:27:46.048,TrueFX,USD/CHF,0.99707,0.99715,100,100
2019-10-02 19:27:50.760,TrueFX,EUR/JPY,117.472,117.475,100,100
2019-10-02 19:27:50.623,TrueFX,USD/CAD,1.33149,1.33156,100,100
2019-10-02 19:27:45.989,TrueFX,GBP/JPY,131.872,131.884,100,100
2019-10-02 19:27:51.339,IEX,SPY,288.61,288.64,100,100
2019-10-02 19:27:51.447,IEX,QQQ,184.35,184.36,100,100
2019-10-02 19:27:54.402,TrueFX,EUR/USD,1.0959,1.09594,100,100
2019-10-02 19:27:56.055,TrueFX,USD/JPY,107.191,107.198,100,100
2019-10-02 19:27:53.979,TrueFX,GBP/USD,1.23026,1.23036,100,100
2019-10-02 19:27:53.914,TrueFX,EUR/GBP,0.89073,0.89079,100,100
2019-10-02 19:27:54.266,TrueFX,USD/CHF,0.99712,0.99715,100,100
2019-10-02 19:27:56.061,TrueFX,EUR/JPY,117.474,117.479,100,100
2019-10-02 19:27:53.522,TrueFX,EUR/CHF,1.09271,1.09279,100,100
2019-10-02 19:27:56.593,TrueFX,USD/CAD,1.33149,1.33156,100,100
2019-10-02 19:27:54.012,TrueFX,AUD/USD,0.67066,0.67072,100,100
2019-10-02 19:27:55.003,TrueFX,GBP/JPY,131.877,131.89,100,100
2019-10-02 19:27:56.804,IEX,SPY,288.62,288.65,100,100
2019-10-02 19:27:56.941,IEX,QQQ,184.34,184.38,100,100
